Claimant Gender,Claimant Age,Claim Amount
Female,31,7009.9
Male,42,22779.19
Other,41,3056.82
Female,20,3707.52
Female,47,1498.69
Male,38,8126.52
Female,33,8063.24
Male,38,8614.17
Male,22,8281.87
Male,28,13165.1
Female,59,9550.09
Female,54,3516.22
Female,32,9995.98
Male,37,2250.18
Female,61,6186.53
Male,42,8000.48
Male,56,17364.38
Male,47,8284.8
Male,39,1840.85
Female,31,7797.49
Male,29,7054.22
Female,42,7481.2
Female,36,500.0
Female,19,10433.1
Female,47,500.0
Female,51,500.0
Female,28,500.0
Female,38,5341.79
Male,43,9023.03
Female,26,7220.44
Other,42,5219.91
Female,36,5274.3
Male,40,500.0
Female,58,14458.04
Male,36,5330.24
Female,44,12414.82
Female,53,19614.51
Female,58,18045.25
Male,48,500.0
Male,40,10413.08
Female,23,10710.87
Female,68,20105.91
Female,31,10681.29
Male,18,982.11
Female,35,7907.98
Female,24,3862.19
Male,41,3509.28
Female,40,4704.12
Female,42,10621.67
Female,18,3813.62
Male,43,8568.43
Female,49,2529.65
Female,30,8109.62
Male,49,500.0
Female,53,18060.95
Male,38,11730.08
Male,40,8988.67
Female,52,9659.54
Male,46,9897.79
Other,30,1831.41
Female,50,10185.14
Male,31,4499.38
Other,47,657.98
Male,35,3850.81
Female,34,12057.77
Male,18,7104.49
Male,33,3371.32
Male,26,5970.03
Male,47,7714.05
Male,36,500.0
Female,49,8175.95
Female,36,8610.67
Male,45,7259.22
Male,36,6364.26
Male,38,5550.85
Male,39,9143.42
Male,26,500.0
Female,44,14781.11
Male,27,2992.23
Female,51,17510.69
Male,29,500.0
Male,38,3402.49
Male,39,500.0
Other,36,8465.56
Female,47,20479.42
Other,41,6539.72
Male,33,1813.49
Male,34,9727.49
Female,56,14777.74
Male,40,500.0
Male,30,6427.85
Female,28,6441.81
Male,58,1913.75
Female,52,5825.36
Female,34,11486.47
Male,40,15566.4
Male,41,9008.86
Female,53,14370.42
Female,25,2964.72
Male,47,12597.81
Female,54,14334.88
Male,29,5061.72
Female,28,2501.86
Male,24,500.0
Male,47,3293.9
Male,52,15790.17
Male,32,10191.67
Male,20,7533.54
Female,51,13320.59
Other,38,3252.18
Male,48,10926.74
Male,35,11230.4
Female,31,10186.33
Male,41,805.04
Female,34,500.0
Female,31,8621.39
Male,60,8875.64
Other,44,5267.35
Male,39,2832.94
Female,58,9314.47
Male,25,500.0
Male,33,2828.02
Male,54,13682.78
Female,42,1484.97
Male,44,2805.68
Other,60,17804.76
Male,26,5396.16
Female,46,5605.89
Male,42,500.0
Female,56,11682.74
Female,50,7490.31
Female,23,2814.91
Male,27,500.0
Male,55,10471.27
Female,45,16512.15
Male,31,8507.43
Male,24,1486.96
Other,50,2170.67
Female,34,5200.02
Female,37,500.0
Female,40,9536.66
Male,18,500.0
Female,42,11276.5
Female,33,14939.87
Male,45,6518.44
Male,42,16464.02
Male,39,6028.17
Male,44,9161.72
Male,31,4790.9
Male,18,500.0
Male,45,3028.89
Other,27,1575.76
Female,62,11450.68
Female,46,6594.95
Male,25,2536.26
Male,48,2723.47
Male,65,9320.55
Male,51,500.0
Female,47,5596.53
Male,31,7405.71
Female,45,500.0
Female,28,7231.33
Female,31,6245.42
Female,39,11505.45
Male,39,12798.73
Female,45,2645.99
Female,44,5724.17
Male,30,16534.93
Female,31,2450.42
Male,32,3354.02
Male,39,3921.53
Female,48,1946.34
Female,63,5837.47
Female,36,7661.64
Male,54,5879.34
Female,29,500.0
Male,18,2998.32
Male,52,7261.29
Male,36,500.0
Male,40,4858.01
Female,50,9478.03
Male,38,6425.12
Female,43,3022.65
Male,27,6381.73
Male,46,500.0
Male,50,500.0
Male,67,11604.78
Male,23,4032.29
Female,38,4987.0
Female,62,500.0
Male,50,13455.52
Female,28,500.0
Male,40,500.0
Male,58,15968.09
Female,51,10562.85
Male,23,3162.53
Male,29,4609.29
Male,65,11638.16
Other,30,4078.0
Female,39,7773.42
Female,46,11721.72
Male,33,14279.17
Male,46,805.38
Female,25,5237.43
Male,44,8214.36
Male,38,11515.36
Other,68,5004.7
Male,32,13594.79
Other,27,4600.56
Male,54,2225.64
Male,36,6597.79
Male,42,9317.41
Female,26,14841.64
Male,44,8728.88
Female,51,10603.04
Female,30,8322.48
Female,34,5544.06
Female,34,500.0
Female,30,4587.12
Female,43,16189.22
Female,50,11919.2
Female,18,500.0
Female,34,10224.74
Male,34,500.0
Female,36,500.0
Female,46,12167.22
Female,37,5900.17
Female,34,11684.44
Male,35,2812.1
Male,44,5504.55
Male,61,7474.28
Male,45,5749.27
Other,49,13277.8
Female,55,9160.07
Male,57,10053.65
Male,46,13274.45
Male,28,8687.32
Female,18,6498.94
Female,57,8749.67
Male,45,4809.92
Female,47,6117.86
Female,49,11791.67
Female,39,2150.68
Female,32,500.0
Female,35,5974.7
Male,28,7522.38
Female,23,500.0
Male,51,16277.86
Other,44,7299.12
Other,22,1953.65
Male,47,6898.02
Female,44,7047.34
Other,49,7051.45
Female,23,500.0
Female,34,500.0
Other,28,6102.41
Female,31,1959.68
Male,42,7236.89
Female,42,11030.76
Male,49,14280.95
Male,52,500.0
Male,37,8097.72
Male,55,10575.97
Male,38,945.74
Male,75,11816.27
Female,18,500.0
Male,48,4246.37
Female,55,9158.45
Other,67,6622.77
Female,37,13422.26
Female,36,500.0
Female,19,2800.98
Male,38,4959.59
Male,21,500.0
Other,35,2735.13
Female,30,9615.69
Other,21,3508.4
Male,36,8877.47
Male,33,7943.28
Female,47,12965.14
Female,18,4216.3
Female,45,16144.3
Female,31,500.0
Female,48,11096.64
Female,29,5254.52
Male,40,6020.94
Male,31,9211.56
Female,26,8447.01
Female,27,9938.84
Male,54,2226.16
Male,34,1346.24
Female,45,12894.28
Male,43,3188.66
Male,48,500.0
Male,25,6770.23
Female,45,6999.21
Male,39,13968.83
Male,18,500.0
Male,21,8304.03
Female,54,11834.14
Male,37,18192.34
Female,48,6636.8
Male,38,13102.02
Male,26,11770.56
Male,29,500.0
Male,47,1131.43
Male,27,4434.54
Female,25,870.61
Male,24,6924.44
Male,30,1496.18
Male,42,10591.09
Other,54,3853.44
Female,18,11078.0
Female,20,6039.19
Male,21,500.0
Female,56,11755.99
Female,26,11262.54
Male,37,500.0
Female,43,14351.72
Male,40,9274.45
Male,31,7804.88
Female,40,5651.91
Female,65,20438.19
Male,46,10456.88
Other,24,500.0
Female,38,3765.86
Female,39,9625.73
Other,48,13530.22
Female,37,500.0
Other,45,500.0
Female,46,14120.77
Male,37,1256.94
Male,53,6406.68
Male,35,9250.68
Female,34,6269.35
Female,41,500.0
Female,37,7903.43
Female,31,4512.97
Male,18,500.0
Other,44,6915.12
Male,31,3395.04
Male,18,6418.76
Female,35,5078.93
Female,63,4655.62
Other,41,3660.6
Female,53,4716.51
Male,40,4790.82
Female,55,4454.84
Male,46,9645.16
Male,30,500.0
Female,44,3610.11
Female,49,18347.63
Male,50,11674.1
Male,19,8849.19
Male,25,5780.52
Female,29,4859.52
Female,53,619.44
Female,43,6866.25
Other,36,3668.35
Female,28,9810.8
Male,47,5689.97
Male,25,8014.79
Female,51,20921.13
Female,48,10127.18
Other,39,1814.4
Male,57,5994.5
Female,21,4260.52
Male,35,3183.7
Female,42,5483.47
Female,30,500.0
Male,57,896.69
Female,61,15712.68
Other,38,7983.04
Male,65,12190.87
Male,27,4723.37
Other,44,17171.56
Male,27,6102.18
Female,48,17478.56
Other,46,6658.73
Female,38,15034.27
Female,62,9849.56
Female,41,12223.01
Female,39,1015.22
Female,18,7873.47
Male,45,15731.16
Other,27,500.0
Female,57,10424.74
Female,50,15794.48
Female,39,10639.79
Male,28,500.0
Female,47,11625.01
Male,39,10776.26
Female,30,2590.59
Male,50,17543.03
Male,20,7200.0
Other,56,2276.66
Female,37,9965.23
Male,41,6280.91
Male,41,4042.53
Male,41,12367.86
Female,31,10002.83
Male,35,5025.97
Other,36,500.0
Other,19,500.0
Female,27,4642.62
Male,37,9319.13
Other,49,3027.15
Female,34,500.0
Female,18,5726.57
Male,64,7158.51
Female,45,3019.83
Female,20,3622.0
Female,44,7732.72
Male,39,9820.18
Female,52,500.0
Male,24,6299.57
Male,31,4454.33
Male,26,7929.29
Female,36,14280.83
Female,38,2513.59
Female,24,7213.75
Male,43,500.0
Male,43,1228.21
Female,47,11574.6
Male,71,24525.04
Male,37,5959.31
Female,47,13673.2
Male,27,10759.61
Male,41,12848.33
Female,56,17311.07
Female,24,14751.04
Female,50,8720.26
Male,27,3402.13
Male,31,1071.91
Other,50,12353.87
Female,49,9540.97
Female,44,7806.07
Other,38,5069.04
Female,23,7393.05
Male,37,8870.9
Female,34,1813.1
Male,48,6467.55
Female,45,500.0
Male,37,10598.51
Female,45,7383.17
Male,41,5764.36
Other,32,8416.39
Male,20,4954.06
Female,22,500.0
Male,38,6771.9
Male,33,9621.13
Male,55,1680.44
Male,41,10717.0
Female,46,14318.32
Male,24,4850.53
Male,38,5836.42
Other,48,3474.62
Female,26,7307.88
Male,42,5954.68
Male,30,7149.39
Female,29,500.0
Male,50,10986.75
Male,35,13899.77
Female,37,7913.84
Male,30,11742.45
Female,47,9006.69
Male,27,3515.98
Male,36,7580.01
Male,39,8487.57
Male,29,500.0
Female,42,9966.24
Female,46,9531.65
Male,44,11654.04
Female,39,3407.28
Male,57,7301.51
Male,51,9520.29
Female,35,15333.0
Other,32,5487.38
Other,36,500.0
Female,33,1554.18
Female,40,7180.98
Female,57,7040.02
Female,43,5212.38
Female,38,7437.06
Female,58,11744.99
Male,26,7817.84
Female,52,500.0
Male,42,7868.3
Female,39,511.69
Female,42,15622.8
Female,45,2706.11
Female,32,9432.15
Female,47,2047.56
Female,38,11999.97
Male,38,7705.37
Female,56,13025.05
Male,43,8767.11
Male,27,500.0
Other,40,500.0
Female,73,15919.05
Female,30,6858.15
Female,58,11214.12
Female,42,4587.6
Male,48,4716.51
Female,36,500.0
Male,46,9041.52
Female,18,9307.4
Female,21,5328.57
Male,33,17740.6
Female,37,10700.92
Male,34,10042.97
Male,39,11668.39
Male,49,11415.45
Female,56,9187.23
Male,35,4389.49
Female,67,12605.79
Male,23,5723.32
Male,24,3228.63
Female,31,5041.35
Female,34,17487.78
Male,46,7240.81
Female,47,7251.56
Female,53,10742.46
Female,40,6972.69
Male,24,1580.57
Female,50,13161.86
Female,37,8526.67
Female,31,10028.58
Male,62,16755.3
Female,63,3255.23
Male,50,8035.12
Other,18,7260.9
Female,18,4836.7
Female,51,13427.84
Female,31,6880.44
Male,63,14485.28
Female,57,6154.09
Male,33,500.0
Female,41,5127.82
Other,48,14643.58
Male,29,14687.31
Female,50,13176.35
Male,28,3980.37
Female,26,12320.29
Male,58,7196.29
Male,37,14466.54
Female,51,9031.1
Female,23,7113.42
Female,75,2709.22
Male,57,9141.22
Female,47,4394.58
Male,30,6488.55
Male,49,13252.73
Male,18,10162.82
Other,40,2080.34
Female,43,500.0
Female,38,500.0
Male,32,500.0
Male,30,6235.33
Female,33,500.0
Female,33,7334.91
Female,36,5517.25
Male,54,14042.24
Female,59,17964.91
Female,47,500.0
Female,42,7422.68
Other,43,500.0
Other,32,525.95
Male,45,9122.17
Female,33,17898.87
Female,18,7499.8
Male,57,500.0
Female,42,17332.5
Other,41,6171.33
Male,44,14412.19
Male,46,4544.61
Other,42,10555.79
Female,42,11249.33
Male,45,9028.66
Other,38,500.0
Other,35,3765.53
Female,33,3445.72
Female,26,1887.03
Female,53,7935.94
Female,45,3498.36
Male,28,5257.47
Male,33,901.85
Male,39,5224.59
Male,36,500.0
Male,34,1998.53
Male,39,1344.17
Female,32,9512.52
Male,57,9834.96
Female,36,10192.14
Female,53,7960.1
Male,32,5767.1
Female,31,6836.18
Male,45,3530.29
Other,66,5932.75
Female,41,8666.65
Other,46,19661.88
Male,42,7043.32
Female,42,500.0
Male,43,7377.5
Male,30,9265.43
Male,44,5071.93
Female,48,15867.52
Male,44,14018.22
Male,45,10074.43
Male,51,5561.67
Female,41,10842.1
Female,41,7978.64
Male,55,6559.44
Female,27,3227.19
Female,44,16955.6
Female,25,11364.04
Female,56,8427.29
Female,53,10438.59
Male,40,6016.92
Male,27,500.0
Male,39,500.0
Other,18,2375.74
Male,44,1118.24
Male,48,13140.83
Female,36,1127.98
Other,46,8014.74
Male,49,13842.3
Male,43,6422.82
Other,36,10210.82
Female,42,500.0
Female,41,14421.84
Female,47,5108.73
Male,27,500.0
Female,69,3915.11
Male,57,10021.26
Female,55,500.0
Male,29,5329.5
Female,45,7486.65
Female,65,11326.17
Male,51,4926.23
Female,18,9757.6
Male,64,5682.26
Male,44,1298.67
Female,34,4691.99
Other,52,11533.57
Female,35,500.0
Male,22,1663.29
Female,68,12458.98
Male,25,9314.94
Male,26,3452.25
Male,42,500.0
Female,49,16172.67
Female,35,21249.38
Female,35,11430.92
Male,39,12500.19
Male,32,500.0
Female,30,500.0
Female,38,5492.07
Male,56,10442.82
Female,34,2332.97
Male,28,4500.72
Male,34,13444.86
Female,43,11473.06
Other,22,500.0
Female,30,11212.68
Male,49,21341.41
Male,31,6656.25
Male,45,5360.43
Male,24,500.0
Male,44,4562.66
Male,47,500.0
Female,44,500.0
Male,38,3964.59
Male,50,12208.2
Female,43,4598.04
Other,41,2147.5
Female,33,3373.6
Male,43,3390.37
Male,22,500.0
Female,33,5085.3
Male,31,1546.78
Male,50,10695.41
Male,27,12622.39
Female,47,3346.5
Female,35,10144.38
Female,21,1427.63
Male,51,13744.78
Male,45,9052.18
Male,44,8740.83
Other,53,5547.91
Female,32,4531.48
Female,54,28760.62
Female,55,11564.34
Male,20,10842.18
Female,24,1745.77
Female,30,6038.8
Female,48,12172.89
Female,58,9491.36
Other,32,6828.64
Male,43,11407.39
Other,49,9404.57
Male,37,2572.93
Other,27,7157.05
Male,35,9534.19
Female,45,2893.07
Female,52,11816.17
Female,60,22890.24
Male,26,500.0
Male,43,4809.66
Female,52,6875.95
Female,34,500.0
Male,58,15564.14
Male,43,9071.98
Male,47,16900.21
Other,33,8193.25
Female,38,12496.85
Female,27,2845.46
Male,46,8115.1
Female,35,9511.25
Male,43,5385.9
Female,38,7044.9
Female,48,12244.66
Female,37,500.0
Other,42,11626.1
Male,34,500.0
Female,35,3402.88
Female,31,4734.12
Female,52,16336.2
Female,36,8380.75
Female,57,5932.23
Female,43,7972.24
Female,35,13359.29
Female,38,18970.11
Male,59,8489.51
Other,49,8251.27
Female,32,500.0
Female,18,11156.63
Female,64,14863.32
Male,18,15654.92
Other,46,3713.73
Female,64,6235.64
Male,69,4748.94
Other,45,1534.16
Other,41,4728.1
Male,41,16652.03
Other,36,5725.36
Female,25,500.0
Male,29,500.0
Other,30,1527.27
Male,60,9615.21
Female,54,8280.14
Female,74,6302.85
Female,50,3981.52
Male,47,7712.93
Male,34,500.0
Male,43,8846.91
Male,37,13592.78
Other,33,15353.54
Female,40,10434.79
Female,53,3931.28
Female,39,9989.58
Male,61,2860.86
Female,48,8659.3
Female,45,11806.69
Female,37,500.0
Male,43,500.0
Male,48,10897.59
Male,55,1366.19
Male,18,500.0
Male,62,15135.99
Female,36,500.0
Female,40,4494.68
Male,56,16210.86
Male,56,7980.85
Female,39,3127.21
Male,35,7477.44
Male,37,6765.0
Male,47,16052.13
Female,44,4321.78
Male,35,500.0
Female,37,5254.08
Male,50,16826.81
Male,39,6899.63
Male,33,7092.71
Other,38,15976.52
Male,58,2433.82
Male,33,10559.08
Female,31,3488.73
Female,52,841.67
Male,33,4357.23
Female,41,2679.55
Male,43,4117.98
Male,49,13412.14
Male,45,8454.39
Male,47,3541.53
Female,24,1070.54
Female,25,2142.11
Male,38,6962.27
Other,42,13746.8
Male,48,1619.54
Male,51,11849.03
Female,41,500.0
Female,48,11428.02
Female,47,15244.37
Female,18,15015.09
Other,32,7916.32
Male,53,9875.77
Female,18,500.0
Female,38,14011.97
Male,44,2498.13
Male,31,19429.07
Male,24,1660.32
Male,26,9339.85
Female,22,500.0
Female,29,12807.89
Female,69,12683.48
Female,39,4048.54
Other,18,4625.69
Female,42,14368.67
Female,40,9489.68
Male,40,500.0
Male,37,3810.66
Female,36,13587.1
Female,55,11617.93
Female,46,8240.44
Female,56,16289.04
Male,69,5682.21
Female,46,12329.04
Female,30,3235.48
Female,50,8638.14
Other,54,6699.9
Female,32,500.0
Female,35,13567.66
Other,52,12840.9
Female,23,3708.26
Other,48,6154.35
Male,39,500.0
Female,28,4671.37
Male,51,5672.33
Male,18,9520.96
Male,41,3943.08
Male,49,4649.3
Female,56,12783.63
Female,36,500.0
Other,18,4276.84
Male,27,12894.56
Female,39,7611.99
Male,39,6868.08
Female,62,18786.68
Female,43,5957.83
Female,45,10570.11
Male,27,1688.46
Male,41,5573.78
Male,37,4202.79
Male,37,500.0
Female,28,7237.64
Male,33,3493.19
Male,23,6180.64
Female,24,897.58
Female,46,14576.65
Male,29,3726.98
Female,56,500.0
Female,41,500.0
Female,69,7063.51
Male,44,2129.93
Female,27,2368.6
Female,26,500.0
Female,19,500.0
Male,45,15033.62
Male,47,4756.66
Female,25,8401.52
Female,61,11932.84
Female,58,11203.39
Female,57,3549.97
Male,50,7630.36
Female,37,5633.69
Male,41,5205.39
Female,18,5256.07
Female,54,7550.03
Other,39,2790.27
Male,46,3785.69
Male,48,3953.81
Female,33,1608.14
Male,54,2597.65
Female,52,18063.85
Male,32,10143.73
Female,44,9276.59
Female,32,11840.08
Female,36,7877.75
Male,39,5199.8
Male,41,3090.46
Female,24,8978.74
Female,32,4654.34
Female,56,7393.63
Male,30,500.0
Male,31,2646.24
Female,55,12440.82
Male,35,8827.78
Female,47,8400.61
Male,44,500.0
Male,38,12420.05
Male,49,12788.93
Female,55,9580.38
Female,45,1764.26
Male,31,4107.66
Female,34,1589.17
Male,63,8666.36
Other,43,3464.91
Female,35,5715.9
Male,36,2320.99
Female,38,9172.97
Male,38,13117.39
Male,26,2237.14
Male,43,3995.68
Female,56,9988.05
Male,47,500.0
Female,34,10718.4
Other,52,13094.42
Female,38,500.0
Female,31,6556.79
Female,33,11829.67
Male,34,5367.82
Male,18,1582.61
Male,34,795.77
Male,21,6662.89
Female,21,500.0
Male,54,5157.92
Female,31,21635.44
Male,47,6550.0
Male,42,2536.04
Female,57,14220.97
Female,32,20793.65
Female,41,10065.73
Male,50,7839.47
Male,33,500.0
Male,58,7782.27
Female,18,6460.6
Male,39,1071.56
Female,28,500.0
Other,59,8001.9
Female,62,14046.4
Female,43,12132.92
Female,23,9999.56
Female,24,500.0
Female,50,5839.59
Male,54,4671.63
Female,35,6917.81
Male,57,6065.24
Female,49,8138.67
Male,61,15407.15
Male,49,13101.82
Male,32,4577.59
Male,40,3838.23
Female,48,11175.85
Other,38,9299.37
Female,35,4567.7
Male,40,7217.46
Male,24,500.0
Male,41,6630.84
Male,40,6087.53
Other,38,5665.71
Female,43,3506.12
Male,39,5048.62
Female,45,7439.51
Male,18,7520.92
Male,33,9336.68
Female,32,3633.67
Male,69,9221.9
Female,47,3059.92
Female,28,1798.91
Male,32,500.0
Female,63,11257.54
Female,29,1685.08
Female,35,5080.93
Male,51,7416.68
Male,49,6006.31
Female,28,4932.8
Female,41,4421.52
Male,40,3031.87
Female,33,12046.92
Female,18,8056.14
Female,24,7189.13
Male,50,1789.61
Male,23,2283.85
Female,54,13746.69
Male,18,915.91
Male,32,571.54
Male,58,8116.41
Female,41,4828.85
Male,46,14273.34
Male,49,8975.28
Female,52,500.0
Male,18,8904.04
Female,24,500.0
Female,32,2517.82
Male,48,12738.96
Male,52,5337.36
Male,40,7504.54
Female,31,500.0
Female,49,3593.05
Male,28,591.34
Female,26,12398.08
Male,50,14836.42
Male,39,500.0
Female,42,1524.78
Female,40,5766.18
Male,54,12280.48
Male,38,2571.22
Female,29,4881.36
Male,36,12293.55
Male,54,9866.95
Male,39,2449.95
Other,60,500.0
Male,29,10830.18
Male,18,5747.49
Male,49,11572.43
Female,26,2300.19
Other,46,11435.81
Other,48,5875.37
Male,31,4352.75
Other,36,4652.18
Male,49,7199.24
Male,30,17960.16
Female,27,1025.46
Female,67,20393.68
Female,21,5741.24
Male,32,7515.12
Other,38,2004.16
Male,37,2999.56
Female,18,813.98
Female,40,16346.26
Male,21,500.0
Male,42,6315.63
Male,41,2351.1
Male,30,4608.19
Female,41,11174.15
Male,63,10099.34
Male,51,500.0
Male,37,8294.79
Female,47,9883.17
Male,29,2401.94
Male,46,1986.36
Male,34,2321.52
Male,51,5751.92
Other,38,5681.94
Other,44,9345.53
Male,28,3582.63
Male,47,2802.73
Male,31,10333.14
Male,48,5396.22
Female,40,9161.17
Female,56,6463.5
Male,30,1689.96
Female,35,1693.61
Other,56,5007.94
Male,18,1873.71
Other,36,6997.11
Female,18,5420.24
Male,18,4745.76
Female,34,3220.67
Male,44,6434.23
Male,49,5897.66
Female,41,8505.02
Female,54,500.0
Male,39,10259.72
Male,39,6734.61
Female,29,11014.37
Male,43,7449.69
Female,18,8156.08
Male,37,500.0
Female,38,500.0
Male,60,10192.39
Male,36,5295.8
Female,23,3909.55
Female,48,4281.54
Male,28,12329.56
Female,46,7614.14
Male,42,3700.79
Male,35,500.0
Male,52,7024.53
Male,38,5596.1
Male,44,4634.46
Female,35,9350.4
Other,39,4269.64
Male,31,15102.42
Other,26,4969.64
Male,39,1404.73
Female,36,500.0
Male,52,13634.78
Female,34,1011.27
Female,26,4790.57
Female,38,500.0
Female,37,8526.07
Other,54,3652.9
Female,29,6360.64
Other,42,10389.86
Female,38,17431.7
Male,32,2473.8
Female,43,3213.47
Female,45,14453.97
Male,30,500.0
Male,27,500.0
Female,48,500.0
Female,44,5939.33
Female,48,500.0
Female,40,12292.89
Male,34,1995.52
Male,62,2605.68
Male,39,2810.1
Female,22,2138.42
Male,27,1667.64
Other,39,3980.65
Male,37,2360.98
Male,18,1988.98
Male,30,5118.39
Female,53,9946.46
Female,44,12002.35
Female,35,11484.7
Female,37,10409.55
Male,18,2150.59
Male,43,4166.67
Male,52,4124.36
Male,46,2293.17
Male,53,9607.81
Female,38,7409.52
Female,63,9897.46
Female,45,20796.16
Male,36,500.0
Female,27,1254.8
Female,46,8381.57
Male,53,3142.86
Female,31,16814.22
Male,63,9912.54
Female,39,6130.08
Female,39,10228.48
Female,42,2544.13
Male,53,15768.32
Other,46,9992.02
Male,30,500.0
Male,34,909.36
Female,43,13516.95
Female,36,10032.5
Other,52,9196.68
Female,40,19757.36
Male,49,995.01
Female,32,5519.57
Male,25,500.0
Male,50,8580.11
Female,65,12101.77
Female,35,7535.08
Female,26,8974.3
Male,30,8281.04
Male,53,1881.66
Male,43,13296.82
Female,35,7752.58
Male,51,20581.83
Female,57,927.11
Female,42,11982.49
Female,48,500.0
Female,45,500.0
Male,28,2556.09
Male,50,9556.09
Male,58,11664.44
Female,41,6474.13
Female,48,4907.82
Male,37,500.0
Male,45,4157.4
Male,18,3144.22
Male,47,14071.54
Female,22,7381.53
Male,21,9865.26
Female,26,7735.1
Female,54,8490.89
Female,28,15708.13
Female,33,10622.13
Female,32,4048.37
Female,56,709.67
Male,29,10755.03
Male,33,7084.06
Female,40,14147.51
Male,36,15241.34
Male,43,7706.14
Female,22,3647.85
Female,39,2088.33
Female,50,7811.13
Other,55,6610.64
Male,43,4992.62
Female,42,2889.52
Male,31,500.0
Female,21,4216.98
Male,51,6485.36
Female,32,6536.31
Male,53,6631.36
Male,21,6494.62
Female,47,18861.94
Female,42,1863.21
Male,58,8523.61
Male,42,8436.12
Female,57,2572.05
Male,46,16240.92
Male,48,13738.11
Female,51,11377.78
Female,51,3058.24
Female,40,6928.16
Male,55,500.0
Female,28,1933.37
Female,50,4847.38
Male,35,13591.96
Female,18,11092.51
Male,54,506.66
Male,30,3166.49
Male,46,2658.99
Female,25,3199.81
Male,36,500.0
Male,38,5959.07
Female,38,3687.82
Female,37,500.0
Female,47,5087.87
Male,18,7393.78
Female,36,500.0
Female,43,2202.09
Male,45,12021.36
Male,18,3474.43
Female,24,1498.72
Other,42,500.0
Female,18,8542.98
Female,57,12328.01
Male,31,4977.52
Other,35,9480.14
Male,61,14081.4
Male,34,16393.28
Female,24,500.0
Female,50,6230.99
Male,35,500.0
Male,43,1208.48
Other,43,10382.01
Female,58,13589.66
Female,34,7218.52
Male,35,12940.87
Male,50,8010.89
Female,47,500.0
Male,60,500.0
Other,50,6202.77
Male,45,15330.78
Male,18,500.0
Male,25,500.0
Female,39,11857.43
Female,46,1306.14
Male,43,1043.87
Male,34,500.0
Male,23,7505.58
Male,60,8038.71
Male,38,2152.27
Other,49,13857.16
Female,24,15648.23
Male,65,5312.58
Female,71,11193.93
Other,35,1369.74
Male,30,2906.99
Male,44,4377.95
Male,58,14795.26
Female,45,11637.07
Female,33,9682.36
Male,25,9032.63
Male,29,3654.86
Female,36,5325.22
Other,18,3501.45
Female,27,16012.17
Female,62,15354.39
Female,51,9756.01
Male,46,8374.02
Male,49,10890.92
Female,59,9307.02
Other,51,4019.19
Female,53,5878.36
Male,40,500.0
Male,21,2142.19
Female,29,500.0
Male,53,12924.45
Female,41,500.0
Female,34,7742.03
Male,20,8263.04
Male,52,11432.37
Female,54,8790.75
Male,42,500.0
Other,34,752.39
Male,30,836.38
Female,45,500.0
Female,28,6217.04
Female,46,5614.22
Female,48,4026.03
Female,35,6313.49
Male,32,5090.92
Female,53,993.23
Female,36,14867.49
Male,37,10787.12
Female,33,2473.59
Male,39,740.02
Female,45,4519.03
Female,48,11052.11
Female,41,5668.59
Male,33,6818.7
Female,30,5119.77
Male,26,1670.9
Female,43,11505.73
Male,67,3560.92
Male,44,6674.42
Male,31,6198.26
Female,26,15042.39
Female,48,500.0
Male,26,3096.15
Female,47,1416.48
Male,32,5162.3
Female,26,500.0
Male,37,13040.83
Female,24,3943.5
Female,42,3372.58
Male,48,6318.08
Male,43,2410.85
Male,49,11948.77
Other,33,18417.37
Male,38,11343.06
Male,43,9626.37
Female,20,776.65
Female,44,11161.34
Female,49,10696.6
Female,44,6924.28
Other,53,1757.65
Male,47,3455.45
Male,46,7519.9
Other,29,4784.4
Other,18,500.0
Male,35,7572.77
Female,68,17184.82
Male,32,6524.55
Female,49,4578.71
Female,46,3745.75
Male,35,700.6
Male,47,3649.93
Male,62,12145.86
Male,37,13693.14
Male,35,11119.98
Male,26,2412.99
Male,57,14813.9
Male,38,7776.81
Male,46,4089.81
Female,46,9789.15
Female,36,6256.2
Female,45,10050.73
Female,29,3089.46
Female,27,3858.02
Male,50,9976.79
Male,48,10795.59
Other,18,3693.35
Male,34,2337.61
Male,38,15362.46
Male,54,18996.54
Female,40,12785.44
Male,55,747.94
Female,32,11299.64
Female,44,500.0
Other,58,500.0
Male,68,12502.51
Female,19,500.0
Other,30,500.0
Male,41,500.0
Male,51,10427.53
Male,43,10480.83
Female,26,18024.75
Male,18,500.0
Female,32,9524.98
Female,54,11195.37
Female,50,16425.77
Female,37,11712.13
Other,45,3889.93
Female,40,4540.36
Male,45,3698.57
Male,45,7787.54
Female,41,8174.96
Female,26,9262.35
Female,36,5099.85
Other,36,10761.21
Male,31,1976.4
Male,64,8000.18
Other,36,4482.12
Female,27,4341.49
Male,21,500.0
Female,49,4960.06
Female,37,500.0
Female,34,4077.23
Other,37,2869.17
Male,37,5169.17
Male,33,500.0
Other,45,1815.84
Male,32,10012.11
Female,47,536.65
Male,34,4162.69
Female,41,3128.71
Other,59,500.0
Male,54,500.0
Male,62,7998.84
Other,40,1452.01
Female,32,1139.46
Male,47,8848.29
Male,38,6829.69
Male,36,5118.19
Female,27,4042.53
Male,30,500.0
Female,44,2348.56
Male,51,10872.11
Female,34,3925.56
Female,24,7311.28
Male,34,13144.59
Male,41,6824.57
Female,53,10159.8
Male,32,9067.78
Female,36,500.0
Female,32,13877.12
Female,34,3051.61
